river.basin,water.body,location,county,site.number,site.name,latitude,longitude,year,pH,Alk,Turb,TSS,Cond,PO4,NH3N,NO3N,Sed,Nut,Overall,VWIN.rating,rating.numeric
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2018,A,D,B,C,B,B,A,A,62.5,91.7,79.2,Average,3
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2017,A,D,B,B,B,B,A,A,75,91.7,83.4,Good,4
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2016,A,D,B,B,B,B,A,A,75,91.7,83.4,Good,4
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2015,A,C,C,C,B,B,A,A,50,91.7,75,Average,3
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2014,A,C,C,B,B,B,A,A,62.5,91.7,79.2,Average,3
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2013,A,C,C,B,B,B,A,A,62.5,91.7,79.2,Average,3
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2012,B,C,C,B,B,B,A,B,62.5,83.3,75,Average,3
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2011,B,D,A,B,B,B,A,B,87.5,83.3,83.3,Good,4
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2010,B,C,B,B,B,B,A,B,75,83.3,79.1,Average,3
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2009,B,C,B,B,B,A,A,B,75,91.7,83.4,Good,4
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2008,A,C,B,B,B,A,A,B,75,91.7,83.4,Good,4
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2007,A,C,B,B,B,A,A,B,75,91.7,83.4,Good,4
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2006,A,C,C,C,B,A,A,B,50,91.7,75,Average,3
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2005,A,C,C,C,B,B,A,B,50,83.3,70.8,Average,3
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2004,A,C,C,D,B,B,A,B,37.5,83.3,66.6,Below Average,2
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2003,A,C,C,C,B,B,A,B,50,83.3,70.8,Average,3
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2002,A,C,C,B,B,C,A,B,62.5,75,70.8,Average,3
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2001,A,C,B,A,B,C,C,B,87.5,58.3,70.8,Average,3
French Broad,Mud Creek,Berea Church Rd,Henderson,H21,Mud Creek at Berea Church Rd,35.2533,-82.50183,2000,A,C,B,B,B,C,C,B,75,58.3,66.6,Below Average,2
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2021,A,B,C,C,C,B,A,A,50,91.7,70.9,Average,3
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2020,A,C,C,D,B,B,B,B,37.5,75,62.5,Below Average,2
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2019,A,C,C,C,C,B,B,B,50,75,62.5,Below Average,2
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2018,A,C,C,B,C,B,B,B,62.5,75,66.7,Below Average,2
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2017,A,C,A,B,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2016,A,B,B,B,C,B,A,B,75,83.3,75,Average,3
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2015,A,B,C,B,C,B,A,B,62.5,83.3,70.8,Average,3
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2014,A,B,C,C,C,B,A,B,50,83.3,66.6,Below Average,2
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2013,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2012,B,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2011,B,B,C,B,C,B,A,B,62.5,83.3,70.8,Average,3
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2010,B,B,B,B,C,B,A,B,75,83.3,75,Average,3
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2009,B,B,B,A,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2008,A,B,C,A,C,B,A,B,75,83.3,75,Average,3
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2007,A,B,C,B,C,A,A,B,62.5,91.7,75,Average,3
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2006,A,B,C,A,C,B,A,B,75,83.3,75,Average,3
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2005,A,B,B,A,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2004,A,B,C,B,C,B,A,B,62.5,83.3,70.8,Average,3
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2003,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2002,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2001,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Hoopers Creek,Jackson Rd,Henderson,H22,Hoopers Creek at Jackson Rd,35.42902,-82.4683,2000,A,B,C,B,C,B,A,B,62.5,83.3,70.8,Average,3
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2022,A,D,A,B,B,B,A,A,87.5,91.7,87.5,Good,4
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2021,A,D,A,B,A,B,A,A,87.5,91.7,91.7,Excellent,5
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2020,A,D,A,B,A,B,A,A,87.5,91.7,91.7,Excellent,5
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2019,A,D,A,A,B,B,A,A,100,91.7,91.7,Excellent,5
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2018,A,D,A,A,B,B,A,A,100,91.7,91.7,Excellent,5
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2017,A,D,A,A,B,B,A,A,100,91.7,91.7,Excellent,5
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2016,A,D,A,A,B,C,A,A,100,83.3,87.5,Good,4
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2015,A,D,C,B,B,B,A,A,62.5,91.7,79.2,Average,3
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2014,A,C,C,B,B,C,A,A,62.5,83.3,75,Average,3
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2013,A,D,C,B,B,B,A,A,62.5,91.7,79.2,Average,3
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2012,B,D,A,B,B,B,A,A,87.5,91.7,87.5,Good,4
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2011,B,D,A,B,B,B,A,A,87.5,91.7,87.5,Good,4
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2010,B,D,A,B,B,A,A,A,87.5,100,91.7,Excellent,5
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2009,B,C,B,B,B,A,A,A,75,100,87.5,Good,4
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2008,A,C,B,A,B,A,A,A,87.5,100,91.7,Excellent,5
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2007,A,C,B,B,B,A,A,A,75,100,87.5,Good,4
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2006,A,C,B,B,B,A,A,A,75,100,87.5,Good,4
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2005,A,D,A,B,B,A,A,A,87.5,100,91.7,Excellent,5
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2004,A,C,C,B,B,B,A,A,62.5,91.7,79.2,Average,3
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2003,A,C,C,A,B,B,A,A,75,91.7,83.4,Good,4
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2002,B,C,C,A,B,B,A,A,75,91.7,83.4,Good,4
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2001,B,C,C,B,B,B,B,A,62.5,83.3,75,Average,3
French Broad,Big Willow Creek,Patterson Rd,Henderson,H23,Big Willow Creek at Patterson Rd,35.28933,-82.55033,2000,B,C,C,B,B,B,B,A,62.5,83.3,75,Average,3
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2022,A,D,A,B,A,B,A,A,87.5,91.7,91.7,Excellent,5
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2021,A,D,A,B,A,A,A,A,87.5,100,95.8,Excellent,5
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2020,A,D,A,C,A,A,A,A,75,100,91.7,Excellent,5
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2019,A,D,A,C,A,A,A,A,75,100,91.7,Excellent,5
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2018,A,D,A,C,A,B,A,A,75,91.7,87.5,Good,4
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2017,A,D,A,C,A,B,A,A,75,91.7,87.5,Good,4
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2016,A,D,B,C,A,B,A,A,62.5,91.7,83.4,Good,4
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2015,A,D,C,C,A,B,A,A,50,91.7,79.2,Average,3
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2014,A,D,C,C,A,B,A,A,50,91.7,79.2,Average,3
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2013,A,D,C,C,A,B,A,A,50,91.7,79.2,Average,3
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2012,B,D,C,C,A,B,A,A,50,91.7,79.2,Average,3
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2011,B,D,C,C,A,B,A,A,50,91.7,79.2,Average,3
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2010,B,D,A,B,A,A,A,A,87.5,100,95.8,Excellent,5
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2005,A,D,B,C,A,B,A,A,62.5,91.7,83.4,Good,4
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2004,A,D,C,C,A,B,A,A,50,91.7,79.2,Average,3
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2003,A,D,C,B,A,B,A,A,62.5,91.7,83.4,Good,4
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2002,A,D,B,B,A,C,A,A,75,83.3,83.3,Good,4
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2001,A,D,B,B,A,C,A,A,75,83.3,83.3,Good,4
French Broad,Little Willow Creek,Broad Creek Rd,Henderson,H24,Little Willow Creek at River Rd,35.29505,-82.59193,2000,A,D,C,B,A,C,C,B,62.5,58.3,66.6,Below Average,2
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2022,A,B,B,A,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2021,A,B,B,A,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2020,A,B,B,A,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2019,A,B,B,A,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2018,A,B,B,A,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2017,A,B,B,A,C,C,A,B,87.5,75,75,Average,3
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2016,A,B,B,A,C,C,A,B,87.5,75,75,Average,3
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2015,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2014,A,A,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2013,A,A,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2012,B,B,C,A,C,C,A,B,75,75,70.8,Average,3
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2011,B,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2010,B,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2009,B,A,C,B,C,C,C,B,62.5,58.3,58.3,Poor,1
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2008,A,A,C,A,C,C,C,C,75,50,58.3,Poor,1
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2007,A,A,C,B,C,C,C,B,62.5,58.3,58.3,Poor,1
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2006,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2005,A,B,C,B,C,C,B,B,62.5,66.7,62.5,Below Average,2
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2004,A,A,D,B,C,C,C,C,50,50,50,Poor,1
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2003,A,A,D,B,D,C,D,C,50,41.7,41.7,Poor,1
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2002,A,A,D,C,D,D,D,C,37.5,33.3,33.3,Poor,1
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2001,A,A,C,A,D,D,D,C,75,33.3,45.8,Poor,1
French Broad,Gash Creek,Etowah School Rd,Henderson,H25,Gash Creek at Etowah School Rd,35.306,-82.58557,2000,A,A,C,B,D,D,C,C,62.5,41.7,45.9,Poor,1
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2022,A,B,A,A,C,A,A,B,100,91.7,87.5,Good,4
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2021,A,B,A,A,C,A,A,B,100,91.7,87.5,Good,4
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2020,A,B,A,A,C,A,A,B,100,91.7,87.5,Good,4
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2019,A,B,A,A,C,A,A,B,100,91.7,87.5,Good,4
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2018,A,B,A,A,C,A,A,B,100,91.7,87.5,Good,4
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2017,A,B,A,A,C,A,A,B,100,91.7,87.5,Good,4
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2016,A,B,A,A,C,B,C,B,100,66.7,75,Average,3
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2015,A,B,A,A,C,B,C,B,100,66.7,75,Average,3
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2014,A,A,A,A,C,B,C,B,100,66.7,75,Average,3
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2013,A,B,A,A,C,B,A,B,100,83.3,83.3,Good,4
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2012,B,B,A,A,C,B,A,B,100,83.3,83.3,Good,4
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2011,B,B,A,A,C,B,A,B,100,83.3,83.3,Good,4
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2010,B,B,B,A,C,A,A,C,87.5,83.3,79.1,Average,3
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2009,A,B,B,A,C,A,A,B,87.5,91.7,83.4,Good,4
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2008,A,B,C,B,C,A,A,C,62.5,83.3,70.8,Average,3
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2007,A,B,C,B,C,A,A,B,62.5,91.7,75,Average,3
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2006,A,B,C,B,C,A,A,B,62.5,91.7,75,Average,3
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2005,A,B,A,A,C,A,A,B,100,91.7,87.5,Good,4
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2004,A,B,C,A,C,A,A,C,75,83.3,75,Average,3
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2003,A,B,C,A,C,A,A,B,75,91.7,79.2,Average,3
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2002,A,B,C,A,C,B,B,B,75,75,70.8,Average,3
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2001,A,B,C,A,C,B,B,B,75,75,70.8,Average,3
French Broad,Brittain Creek,Patton Park near N. Main St,Henderson,H26,Brittain Creek at Patton Park near N. Main St,35.3317,-82.46723,2000,A,B,C,A,C,B,B,B,75,75,70.8,Average,3
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2022,A,A,A,A,D,B,A,B,100,83.3,79.1,Average,3
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2021,A,A,A,A,D,B,A,B,100,83.3,79.1,Average,3
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2020,A,B,A,A,D,B,A,B,100,83.3,79.1,Average,3
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2019,A,B,B,B,D,B,A,B,75,83.3,70.8,Average,3
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2018,A,B,C,D,D,B,A,B,37.5,83.3,58.3,Poor,1
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2017,A,A,C,D,D,C,A,B,37.5,75,54.2,Poor,1
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2016,A,A,C,D,D,C,A,B,37.5,75,54.2,Poor,1
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2015,A,A,C,D,D,C,A,B,37.5,75,54.2,Poor,1
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2014,A,A,C,D,D,C,A,B,37.5,75,54.2,Poor,1
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2013,A,A,C,D,D,C,A,B,37.5,75,54.2,Poor,1
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2012,A,A,C,B,D,C,A,B,62.5,75,62.5,Below Average,2
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2011,A,A,C,B,D,C,A,B,62.5,75,62.5,Below Average,2
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2010,A,A,C,B,D,C,A,B,62.5,75,62.5,Below Average,2
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2009,A,A,C,B,D,C,A,B,62.5,75,62.5,Below Average,2
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2008,A,A,B,A,D,C,A,B,87.5,75,70.8,Average,3
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2007,A,A,B,A,D,B,A,B,87.5,83.3,75,Average,3
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2006,A,A,B,A,D,B,B,B,87.5,75,70.8,Average,3
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2005,A,A,B,A,D,B,B,B,87.5,75,70.8,Average,3
French Broad,Mill Pond Creek,South Rugby Rd,Henderson,H27,Mill Pond Creek at South Rugby Rd,35.36315,-82.5306,2004,A,A,C,B,D,C,B,B,62.5,66.7,58.4,Poor,1
