river.basin,water.body,location,county,site.number,site.name,latitude,longitude,year,pH,Alk,Turb,TSS,Cond,PO4,NH3N,NO3N,Sed,Nut,Overall,VWIN.rating,rating.numeric
French Broad,French Broad River,Corcoran Park at Glenn Bridge Rd,Buncombe,B13,French Broad River at Corcoran Park at Glenn Bridge Rd,35.45498,-82.54687,1998,D,C,B,C,C,B,A,B,62.5,83.3,70.8,Average,3
French Broad,French Broad River,Corcoran Park at Glenn Bridge Rd,Buncombe,B13,French Broad River at Corcoran Park at Glenn Bridge Rd,35.45498,-82.54687,1997,D,C,B,C,B,B,A,B,62.5,83.3,75,Average,3
French Broad,French Broad River,Corcoran Park at Glenn Bridge Rd,Buncombe,B13,French Broad River at Corcoran Park at Glenn Bridge Rd,35.45498,-82.54687,1996,D,C,B,C,B,B,A,B,62.5,83.3,75,Average,3
French Broad,French Broad River,Corcoran Park at Glenn Bridge Rd,Buncombe,B13,French Broad River at Corcoran Park at Glenn Bridge Rd,35.45498,-82.54687,1995,D,C,B,D,B,B,A,B,50,83.3,70.8,Average,3
French Broad,French Broad River,Corcoran Park at Glenn Bridge Rd,Buncombe,B13,French Broad River at Corcoran Park at Glenn Bridge Rd,35.45498,-82.54687,1994,B,C,B,D,B,B,A,B,50,83.3,70.8,Average,3
French Broad,French Broad River,Corcoran Park at Glenn Bridge Rd,Buncombe,B13,French Broad River at Corcoran Park at Glenn Bridge Rd,35.45498,-82.54687,1993,B,B,B,D,B,B,A,B,50,83.3,70.8,Average,3
French Broad,French Broad River,Corcoran Park at Glenn Bridge Rd,Buncombe,B13,French Broad River at Corcoran Park at Glenn Bridge Rd,35.45498,-82.54687,1992,B,B,C,B,B,A,A,A,62.5,100,83.3,Good,4
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,2008,A,A,D,B,D,C,A,C,50,66.7,54.2,Poor,1
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,2007,A,A,C,B,D,C,A,B,62.5,75,62.5,Below Average,2
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,2006,A,A,C,B,D,C,A,C,62.5,66.7,58.4,Poor,1
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,2005,A,A,C,B,D,C,A,B,62.5,75,62.5,Below Average,2
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,2004,A,A,D,B,D,C,A,C,50,66.7,54.2,Poor,1
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,2003,A,A,C,B,D,D,A,B,62.5,66.7,58.4,Poor,1
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,2002,A,A,C,B,D,D,A,B,62.5,66.7,58.4,Poor,1
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,2001,A,A,B,A,D,D,A,B,87.5,66.7,66.7,Below Average,2
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,2000,A,A,B,A,D,D,A,B,87.5,66.7,66.7,Below Average,2
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,1999,A,A,C,B,D,C,A,B,62.5,75,62.5,Below Average,2
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,1998,A,A,C,B,D,C,A,B,62.5,75,62.5,Below Average,2
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,1997,A,A,D,C,D,B,A,C,37.5,75,54.2,Poor,1
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,1996,D,A,C,C,D,B,A,C,50,75,58.3,Poor,1
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,1995,D,A,C,D,D,B,A,C,37.5,75,54.2,Poor,1
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,1994,D,A,C,B,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,1993,A,A,C,B,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Flat Creek,Lower Flat Creek Rd,Buncombe,B14,Flat Creek at Lower Flat Creek Rd,35.71948,-82.62083,1992,A,A,C,B,D,B,A,B,62.5,83.3,66.6,Below Average,2
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2022,A,C,C,B,B,B,A,A,62.5,91.7,79.2,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2021,A,C,C,A,B,B,A,A,75,91.7,83.4,Good,4
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2017,A,D,C,C,B,B,A,A,50,91.7,75,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2016,A,C,C,C,B,B,A,A,50,91.7,75,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2015,A,C,C,B,B,B,A,A,62.5,91.7,79.2,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2014,A,B,C,B,B,C,A,A,62.5,83.3,75,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2013,A,B,C,B,B,C,A,A,62.5,83.3,75,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2012,A,C,A,A,B,C,A,A,100,83.3,87.5,Good,4
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2011,A,C,B,A,B,B,A,A,87.5,91.7,87.5,Good,4
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2010,A,C,B,A,B,B,A,A,87.5,91.7,87.5,Good,4
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2009,A,B,C,A,B,B,A,B,75,83.3,79.1,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2008,A,B,C,A,B,B,A,B,75,83.3,79.1,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2007,A,C,C,B,B,A,A,B,62.5,91.7,79.2,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2006,A,C,C,B,B,B,A,B,62.5,83.3,75,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2005,A,C,D,B,B,B,C,B,50,66.7,62.5,Below Average,2
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2004,A,C,C,B,B,B,C,B,62.5,66.7,66.7,Below Average,2
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2003,A,C,D,B,B,B,C,B,50,66.7,62.5,Below Average,2
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2002,A,C,C,A,B,C,A,A,75,83.3,79.1,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2001,A,C,C,A,B,C,A,A,75,83.3,79.1,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,2000,A,C,C,A,B,C,A,A,75,83.3,79.1,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,1999,A,C,C,B,B,B,A,A,62.5,91.7,79.2,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,1998,A,C,C,B,B,A,A,A,62.5,100,83.3,Good,4
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,1997,D,C,C,B,B,A,A,A,62.5,100,83.3,Good,4
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,1996,D,C,A,A,B,A,A,A,100,100,95.8,Excellent,5
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,1995,D,C,A,A,B,A,A,A,100,100,95.8,Excellent,5
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,1994,A,C,B,C,B,A,A,A,62.5,100,83.3,Good,4
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,1993,A,B,B,D,B,A,A,A,50,100,79.2,Average,3
French Broad,Cane Creek,Charlotte Hwy and Cane Creek Rd,Buncombe,B15A,Cane Creek at Charlotte Hwy and Cane Creek Rd,35.517148,-82.40219,1992,A,B,C,B,B,A,A,A,62.5,100,83.3,Good,4
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2022,A,B,B,A,C,C,A,B,87.5,75,75,Average,3
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2021,A,B,B,A,C,C,A,B,87.5,75,75,Average,3
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2017,A,B,C,C,C,C,A,B,50,75,62.5,Below Average,2
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2016,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2015,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2014,A,A,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2013,A,A,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2012,A,A,A,A,C,D,A,B,100,66.7,75,Average,3
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2011,A,B,B,B,C,C,A,B,75,75,70.8,Average,3
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2010,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2009,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2008,A,A,C,A,C,C,A,B,75,75,70.8,Average,3
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2007,A,B,C,B,C,B,A,B,62.5,83.3,70.8,Average,3
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2006,A,B,C,B,C,B,A,B,62.5,83.3,70.8,Average,3
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2005,A,B,D,C,C,C,D,C,37.5,41.7,41.7,Poor,1
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2004,A,B,D,C,C,C,D,C,37.5,41.7,41.7,Poor,1
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2001,D,B,B,B,C,D,A,B,75,66.7,66.7,Below Average,2
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,2000,D,B,B,B,C,C,A,B,75,75,70.8,Average,3
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,1999,D,B,C,C,C,C,A,B,50,75,62.5,Below Average,2
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,1998,A,B,C,C,C,B,A,B,50,83.3,66.6,Below Average,2
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,1997,D,B,C,C,C,B,A,B,50,83.3,66.6,Below Average,2
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,1996,D,B,A,B,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,1995,D,B,A,B,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,1994,A,B,B,C,C,B,A,B,62.5,83.3,70.8,Average,3
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,1993,A,A,B,D,C,B,A,B,50,83.3,66.6,Below Average,2
French Broad,Ashworth Creek,Village Rd,Buncombe,B15B,Ashworth Creek at Village Rd,35.51712,-82.40177,1992,A,A,B,B,C,B,A,B,75,83.3,75,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2017,A,C,C,C,C,B,A,B,50,83.3,66.6,Below Average,2
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2016,A,B,C,C,C,B,A,B,50,83.3,66.6,Below Average,2
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2015,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2014,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2013,A,B,C,B,C,C,A,B,62.5,75,66.7,Below Average,2
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2012,A,B,C,A,C,C,A,B,75,75,70.8,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2011,A,B,B,A,C,C,A,B,87.5,75,75,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2010,A,B,B,A,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2009,A,B,B,A,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2008,A,B,C,B,C,A,A,B,62.5,91.7,75,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2007,A,B,C,B,C,A,A,B,62.5,91.7,75,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2006,A,B,C,B,C,A,A,B,62.5,91.7,75,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2005,A,B,C,B,C,B,D,B,62.5,58.3,58.3,Poor,1
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2004,A,B,C,B,C,B,D,B,62.5,58.3,58.3,Poor,1
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2003,A,B,D,B,C,B,D,B,50,58.3,54.1,Poor,1
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2002,A,B,C,A,C,C,A,B,75,75,70.8,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2001,A,B,C,A,C,B,A,B,75,83.3,75,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,2000,A,B,C,A,C,B,A,B,75,83.3,75,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,1999,A,B,C,B,C,B,A,B,62.5,83.3,70.8,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,1998,A,B,C,B,C,A,A,B,62.5,91.7,75,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,1997,A,B,C,B,C,B,A,B,62.5,83.3,70.8,Average,3
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,1996,A,B,B,A,C,A,A,B,87.5,91.7,83.4,Good,4
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,1995,A,B,B,A,C,A,A,B,87.5,91.7,83.4,Good,4
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,1994,A,B,B,A,C,A,A,B,87.5,91.7,83.4,Good,4
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,1993,A,A,B,B,C,A,A,A,75,100,83.3,Good,4
French Broad,Cane Creek,Mills Gap Rd,Buncombe,B16A,Cane Creek at Mills Gap Rd,35.44812,-82.4774,1992,A,A,C,B,C,A,A,B,62.5,91.7,75,Average,3
French Broad,Robinson Creek,Cane Creek Rd,Buncombe,B16B,Robinson Creek at Cane Creek Rd,35.451637,-82.478853,2001,A,B,B,A,C,C,A,B,87.5,75,75,Average,3
French Broad,Robinson Creek,Cane Creek Rd,Buncombe,B16B,Robinson Creek at Cane Creek Rd,35.451637,-82.478853,2000,A,B,B,A,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Robinson Creek,Cane Creek Rd,Buncombe,B16B,Robinson Creek at Cane Creek Rd,35.451637,-82.478853,1999,A,B,B,A,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Robinson Creek,Cane Creek Rd,Buncombe,B16B,Robinson Creek at Cane Creek Rd,35.451637,-82.478853,1998,A,B,B,A,C,B,A,B,87.5,83.3,79.1,Average,3
French Broad,Robinson Creek,Cane Creek Rd,Buncombe,B16B,Robinson Creek at Cane Creek Rd,35.451637,-82.478853,1997,A,B,A,A,C,B,A,B,100,83.3,83.3,Good,4
French Broad,Robinson Creek,Cane Creek Rd,Buncombe,B16B,Robinson Creek at Cane Creek Rd,35.451637,-82.478853,1996,A,B,A,A,C,A,A,B,100,91.7,87.5,Good,4
French Broad,Robinson Creek,Cane Creek Rd,Buncombe,B16B,Robinson Creek at Cane Creek Rd,35.451637,-82.478853,1995,A,B,A,A,C,A,A,B,100,91.7,87.5,Good,4
French Broad,Robinson Creek,Cane Creek Rd,Buncombe,B16B,Robinson Creek at Cane Creek Rd,35.451637,-82.478853,1994,A,B,B,A,C,A,A,B,87.5,91.7,83.4,Good,4
French Broad,Robinson Creek,Cane Creek Rd,Buncombe,B16B,Robinson Creek at Cane Creek Rd,35.451637,-82.478853,1993,A,A,B,A,C,A,A,B,87.5,91.7,83.4,Good,4
French Broad,Robinson Creek,Cane Creek Rd,Buncombe,B16B,Robinson Creek at Cane Creek Rd,35.451637,-82.478853,1992,A,A,B,A,C,A,A,B,87.5,91.7,83.4,Good,4
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2022,A,C,C,B,C,A,A,A,62.5,100,79.2,Average,3
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2021,A,C,C,B,B,A,A,A,62.5,100,83.3,Good,4
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2020,A,D,C,B,B,A,A,A,62.5,100,83.3,Good,4
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2019,A,C,B,B,C,A,A,A,75,100,83.3,Good,4
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2018,A,D,B,B,C,A,A,A,75,100,83.3,Good,4
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2017,A,C,C,B,C,A,A,A,62.5,100,79.2,Average,3
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2016,A,C,C,B,C,A,A,A,62.5,100,79.2,Average,3
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2015,A,C,C,B,C,A,A,A,62.5,100,79.2,Average,3
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2014,A,B,B,A,C,A,A,A,87.5,100,87.5,Good,4
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2013,A,C,C,B,C,B,A,A,62.5,91.7,75,Average,3
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2012,A,C,C,B,C,B,A,A,62.5,91.7,75,Average,3
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2011,A,C,C,B,D,A,A,A,62.5,100,75,Average,3
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2010,A,C,B,A,C,A,A,A,87.5,100,87.5,Good,4
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2009,A,B,B,A,C,A,A,A,87.5,100,87.5,Good,4
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2008,A,B,B,A,C,A,A,A,87.5,100,87.5,Good,4
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2007,A,C,C,A,C,A,A,B,75,91.7,79.2,Average,3
French Broad,Swannanoa River,unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,Buncombe,B17A,Swannanoa River at unnamed bridge at Swannanoa River Rd near S. Tunnel Rd,35.57735,-82.51987,2006,A,C,C,B,B,A,A,A,62.5,100,83.3,Good,4
